program_study;text;target_role;is_relevant
Informatics;Skilled in voice acting and audiobook narration.;Big Data Engineer;tidak
Informatics;Interest in global cuisine and international culinary exploration.;Cybersecurity Specialist;tidak
Informatics;Migrated legacy systems to microservices architecture. Skilled in Docker and Kubernetes.;Software Engineer;ya
Informatics;Trained in AWS Certified DevOps Engineer. Skilled in cloud security and compliance.;DevOps Engineer;ya
Informatics;Used AWS CloudTrail and Azure Monitor for auditing and logging. Proficient in compliance reporting.;Cloud Solutions Architect;ya
Informatics;Interest in cryptocurrency trading and blockchain hobbies.;Full-Stack Developer;tidak
Informatics;Expert in environmental sustainability and CSR programs.;Software Engineer;tidak
Informatics;Trained in AWS Certified Machine Learning. Deployed models using Flask APIs and Docker.;Data Scientist;ya
Informatics;Mentored junior data scientists in machine learning best practices. Strong communication and stakeholder alignment.;Data Scientist;ya
Informatics;Used Hyperledger Fabric for enterprise blockchain solutions. Proficient in permissioned ledgers.;Blockchain Developer;ya
Informatics;Mentored interns in React best practices. Strong teaching and documentation skills.;Full-Stack Developer;ya
Informatics;Interest in automotive repair and mechanical engineering hobbies.;Big Data Engineer;tidak
Informatics;Optimized model inference speed with ONNX and TensorRT. Proficient in edge computing.;AI/Machine Learning Engineer;ya
Informatics;Optimized Hadoop clusters for 10x performance gains. Skilled in HDFS and MapReduce.;Big Data Engineer;ya
Informatics;Experience in event planning and coordination.;Full-Stack Developer;tidak
Informatics;Secured cloud environments with AWS IAM and Azure AD. Skilled in zero-trust architecture.;Cloud Solutions Architect;ya
Informatics;Mentored interns in JavaScript and React best practices. Strong leadership and documentation skills.;Software Engineer;ya
Informatics;Integrated payment gateways (Stripe, PayPal) into web apps. Skilled in third-party API integrations.;Software Engineer;ya
Informatics;Implemented SOC 2 compliance frameworks. Proficient in SIEM tools (Splunk, QRadar).;Cybersecurity Specialist;ya
Informatics;Collaborated with developers to enforce coding standards and CI/CD best practices.;DevOps Engineer;ya
Informatics;Organized charity fundraising events for local NGOs.;Big Data Engineer;tidak
Informatics;Skilled in waste management and recycling coordination.;Software Engineer;tidak
Informatics;Trained in AWS Certified Machine Learning. Deployed models using Flask APIs and Docker.;Data Scientist;ya
Informatics;Passionate about travel logistics and hospitality management.;UI/UX Designer;tidak
Informatics;Skilled in candle making and DIY home decor.;AI/Machine Learning Engineer;tidak
Informatics;Interest in aviation and flight simulation training.;Full-Stack Developer;tidak
Informatics;Trained in Next.js for server-side rendering and static site generation. Skilled in SEO optimization.;Full-Stack Developer;ya
Informatics;Integrated payment gateways (Stripe, PayPal) into web apps. Skilled in third-party API integrations.;Software Engineer;ya
Informatics;Experienced in sports coaching and youth development.;Cybersecurity Specialist;tidak
Informatics;Led international tour groups for cultural immersion experiences.;Cybersecurity Specialist;tidak
Informatics;Developed DeFi protocols with Uniswap and Aave integrations. Skilled in AMM algorithms.;Blockchain Developer;ya
Informatics;Used IPFS for decentralized storage. Proficient in Filecoin and Storj.;Blockchain Developer;ya
Informatics;Created responsive web layouts using Bootstrap and Material UI. Proficient in CSS frameworks.;UI/UX Designer;ya
Informatics;Automated security audits with Python scripts and OpenVAS. Proficient in vulnerability scanning.;Cybersecurity Specialist;ya
Informatics;Integrated third-party APIs (Stripe, Twilio) into backend services. Skilled in REST and GraphQL.;Full-Stack Developer;ya
Informatics;Mentored interns in JavaScript and React best practices. Strong leadership and documentation skills.;Software Engineer;ya
Informatics;Collaborated with developers to ensure pixel-perfect implementation. Strong teamwork skills.;UI/UX Designer;ya
Informatics;Interest in travel logistics and cultural exchange programs.;Full-Stack Developer;tidak
Informatics;Skilled in public speaking and debate competitions.;AI/Machine Learning Engineer;tidak
Informatics;Certified in first aid and emergency response training.;Data Scientist;tidak
Informatics;Built full-stack applications with React, Node.js, and MongoDB. Proficient in MERN stack.;Full-Stack Developer;ya
Informatics;Volunteered in animal rescue and wildlife conservation projects.;DevOps Engineer;tidak
Informatics;Migrated on-premises data to Snowflake. Skilled in cloud data warehouse design.;Big Data Engineer;ya
Informatics;Used Nagios for system monitoring and alerting. Strong incident response skills.;DevOps Engineer;ya
Informatics;Organized charity fundraising events for local NGOs.;Blockchain Developer;tidak
Informatics;Migrated on-premises workloads to GCP with minimal downtime. Proficient in lift-and-shift strategies.;Cloud Solutions Architect;ya
Informatics;Used Nagios for system monitoring and alerting. Strong incident response skills.;DevOps Engineer;ya
Informatics;Used Ansible for configuration management. Skilled in automation and orchestration.;DevOps Engineer;ya
Informatics;Developed DeFi protocols with Uniswap and Aave integrations. Skilled in AMM algorithms.;Blockchain Developer;ya
Informatics;Mentored interns in JavaScript and React best practices. Strong leadership and documentation skills.;Software Engineer;ya
Informatics;Trained deep learning models with TensorFlow and Keras. Proficient in GPU acceleration (CUDA).;AI/Machine Learning Engineer;ya
Informatics;Used Terraform and CloudFormation for infrastructure automation. Proficient in IaC (Infrastructure as Code).;Cloud Solutions Architect;ya
Informatics;Collaborated with QA engineers to resolve bugs. Strong debugging and problem-solving skills.;Full-Stack Developer;ya
Informatics;Implemented blue-green deployments to reduce downtime. Proficient in traffic routing.;DevOps Engineer;ya
Informatics;Skilled in luxury travel planning for high-net-worth clients.;Big Data Engineer;tidak
Informatics;Skilled in dance choreography and performance art.;DevOps Engineer;tidak
Informatics;Certified yoga instructor with focus on mental health advocacy.;Blockchain Developer;tidak
Informatics;Led backpacking expeditions in remote regions.;Full-Stack Developer;tidak
Informatics;Built full-stack applications with React, Node.js, and MongoDB. Proficient in MERN stack.;Full-Stack Developer;ya
Informatics;Used Git and GitHub Actions for version control and CI/CD pipelines. Skilled in code reviews and debugging.;Software Engineer;ya
Informatics;Skilled in candle making and DIY home decor.;Data Scientist;tidak
Informatics;Trained deep learning models with TensorFlow and Keras. Proficient in GPU acceleration (CUDA).;AI/Machine Learning Engineer;ya
Informatics;Used dbt for transforming data in the warehouse. Proficient in ELT pipelines.;Big Data Engineer;ya
Informatics;Passionate about music production and sound engineering.;AI/Machine Learning Engineer;tidak
Informatics;Trained in Nielsen Norman Group UX principles. Proficient in accessibility standards (WCAG).;UI/UX Designer;ya
Informatics;Skilled in dance choreography and performance art.;Blockchain Developer;tidak
Informatics;Audited smart contracts for vulnerabilities. Proficient in Slither and MythX.;Blockchain Developer;ya
Informatics;Created dashboards with Power BI for executive decision-making. Strong data storytelling skills.;Data Scientist;ya
Informatics;Skilled in game theory and competitive gaming strategies.;UI/UX Designer;tidak
Informatics;Volunteered in library management and literacy programs.;Cybersecurity Specialist;tidak
Informatics;Created dashboards with Power BI for executive decision-making. Strong data storytelling skills.;Data Scientist;ya
Informatics;Led tree-planting initiatives for urban reforestation.;DevOps Engineer;tidak
Informatics;Trained in Google Cloud Professional Cloud Developer. Skilled in cloud-native development.;Software Engineer;ya
Informatics;Skilled in portrait photography and post-processing workflows.;Blockchain Developer;tidak
Informatics;Organized charity fundraising events for local NGOs.;AI/Machine Learning Engineer;tidak
Informatics;Certified in hotel management and guest experience optimization.;Full-Stack Developer;tidak
Informatics;Automated security audits with Python scripts and OpenVAS. Proficient in vulnerability scanning.;Cybersecurity Specialist;ya
Informatics;Interest in global cuisine and international culinary exploration.;AI/Machine Learning Engineer;tidak
Informatics;Certified in first aid and emergency response training.;Blockchain Developer;tidak
Informatics;Skilled in luxury travel planning for high-net-worth clients.;Cybersecurity Specialist;tidak
Informatics;Interest in toy collecting and vintage memorabilia curation.;DevOps Engineer;tidak
Informatics;Interest in global cuisine and international culinary exploration.;Blockchain Developer;tidak
Informatics;Automated security audits with Python scripts and OpenVAS. Proficient in vulnerability scanning.;Cybersecurity Specialist;ya
Informatics;Trained in AWS Certified Machine Learning. Deployed models using Flask APIs and Docker.;Data Scientist;ya
Informatics;Used PyTorch for computer vision tasks like object detection and image classification.;AI/Machine Learning Engineer;ya
Informatics;Interest in outdoor survival skills and wilderness exploration.;Data Scientist;tidak
Informatics;Skilled in public speaking and debate competitions.;Cloud Solutions Architect;tidak
Informatics;Optimized model inference speed with ONNX and TensorRT. Proficient in edge computing.;AI/Machine Learning Engineer;ya
Informatics;Skilled in public speaking and debate competitions.;Data Scientist;tidak
Informatics;Collaborated with developers to ensure pixel-perfect implementation. Strong teamwork skills.;UI/UX Designer;ya
